League,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
Bundesliga 2,18/12/2021,Paderborn,Heidenheim,1.0,2.0,D
Bundesliga 2,18/12/2021,Hamburg,Schalke 04,3.0,1.0,D
Bundesliga 2,19/12/2021,Hannover,Werder Bremen,2.0,4.0,A
Bundesliga 2,19/12/2021,Karlsruhe,Hansa Rostock,2.0,2.0,D
Bundesliga 2,19/12/2021,Regensburg,Darmstadt,2.0,2.0,D
Bundesliga 2,14/01/2022,Dresden,Hamburg,1.0,1.0,D
Bundesliga 2,14/01/2022,Hansa Rostock,Hannover,4.0,1.0,A
Bundesliga 2,15/01/2022,Nurnberg,Paderborn,3.0,2.0,D
Bundesliga 2,15/01/2022,St Pauli,Erzgebirge Aue,1.0,2.0,D
Bundesliga 2,15/01/2022,Werder Bremen,Fortuna Dusseldorf,1.0,0.0,H
Bundesliga 2,15/01/2022,Darmstadt,Karlsruhe,1.0,2.0,D
Bundesliga 2,16/01/2022,Heidenheim,Ingolstadt,0.0,1.0,H
Bundesliga 2,16/01/2022,Sandhausen,Regensburg,0.0,3.0,D
Bundesliga 2,16/01/2022,Schalke 04,Holstein Kiel,0.0,1.0,D
Bundesliga 2,21/01/2022,Fortuna Dusseldorf,Nurnberg,0.0,1.0,A
Bundesliga 2,21/01/2022,Hamburg,St Pauli,0.0,1.0,H
Bundesliga 2,22/01/2022,Hansa Rostock,Heidenheim,2.0,0.0,D
Bundesliga 2,22/01/2022,Ingolstadt,Darmstadt,3.0,2.0,D
Bundesliga 2,22/01/2022,Paderborn,Werder Bremen,5.0,4.0,A
Bundesliga 2,22/01/2022,Erzgebirge Aue,Schalke 04,0.0,5.0,A
Bundesliga 2,23/01/2022,Hannover,Dresden,0.0,0.0,D
Bundesliga 2,23/01/2022,Regensburg,Holstein Kiel,1.0,2.0,D
Bundesliga 2,04/02/2022,Heidenheim,Hannover,1.0,1.0,H
Bundesliga 2,04/02/2022,Nurnberg,Ingolstadt,3.0,5.0,A
Bundesliga 2,05/02/2022,Sandhausen,Erzgebirge Aue,1.0,0.0,H
Bundesliga 2,05/02/2022,Schalke 04,Regensburg,2.0,1.0,H
Bundesliga 2,05/02/2022,Werder Bremen,Karlsruhe,2.0,1.0,H
Bundesliga 2,05/02/2022,St Pauli,Paderborn,3.0,2.0,D
Bundesliga 2,06/02/2022,Darmstadt,Hamburg,2.0,5.0,A
Bundesliga 2,06/02/2022,Dresden,Hansa Rostock,1.0,4.0,A
Bundesliga 2,06/02/2022,Holstein Kiel,Fortuna Dusseldorf,0.0,0.0,H
Bundesliga 2,08/02/2022,Karlsruhe,Sandhausen,1.0,2.0,D
Bundesliga 2,11/02/2022,Erzgebirge Aue,Holstein Kiel,3.0,3.0,D
Bundesliga 2,11/02/2022,Hansa Rostock,Werder Bremen,2.0,2.0,D
Bundesliga 2,12/02/2022,Hamburg,Heidenheim,1.0,0.0,H
Bundesliga 2,12/02/2022,Karlsruhe,Nurnberg,2.0,0.0,H
Bundesliga 2,12/02/2022,Paderborn,Dresden,1.0,0.0,D
Bundesliga 2,12/02/2022,Regensburg,St Pauli,2.0,3.0,A
Bundesliga 2,13/02/2022,Fortuna Dusseldorf,Schalke 04,1.0,1.0,H
Bundesliga 2,13/02/2022,Hannover,Darmstadt,1.0,2.0,D
Bundesliga 2,13/02/2022,Ingolstadt,Sandhausen,0.0,0.0,D
Bundesliga 2,18/02/2022,Dresden,Heidenheim,4.0,1.0,D
Bundesliga 2,18/02/2022,Schalke 04,Paderborn,5.0,0.0,H
Bundesliga 2,19/02/2022,Holstein Kiel,Karlsruhe,3.0,2.0,D
Bundesliga 2,19/02/2022,Sandhausen,Hamburg,2.0,1.0,D
Bundesliga 2,19/02/2022,Werder Bremen,Ingolstadt,4.0,1.0,D
Bundesliga 2,19/02/2022,Nurnberg,Regensburg,2.0,0.0,H
Bundesliga 2,20/02/2022,Darmstadt,Hansa Rostock,2.0,1.0,D
Bundesliga 2,20/02/2022,Fortuna Dusseldorf,Erzgebirge Aue,1.0,1.0,H
Bundesliga 2,20/02/2022,St Pauli,Hannover,2.0,3.0,A
Bundesliga 2,25/02/2022,Hannover,Holstein Kiel,2.0,0.0,H
Bundesliga 2,25/02/2022,Paderborn,Erzgebirge Aue,0.0,3.0,D
Bundesliga 2,26/02/2022,Hansa Rostock,Nurnberg,1.0,2.0,A
Bundesliga 2,26/02/2022,Ingolstadt,St Pauli,3.0,3.0,A
Bundesliga 2,26/02/2022,Karlsruhe,Schalke 04,0.0,1.0,D
Bundesliga 2,26/02/2022,Dresden,Darmstadt,2.0,1.0,D
Bundesliga 2,27/02/2022,Hamburg,Werder Bremen,0.0,3.0,A
Bundesliga 2,27/02/2022,Heidenheim,Sandhausen,1.0,1.0,D
Bundesliga 2,27/02/2022,Regensburg,Fortuna Dusseldorf,0.0,0.0,D
Bundesliga 2,04/03/2022,Darmstadt,Heidenheim,1.0,2.0,H
Bundesliga 2,04/03/2022,Holstein Kiel,Paderborn,1.0,4.0,A
Bundesliga 2,05/03/2022,Sandhausen,Hannover,2.0,1.0,H
Bundesliga 2,05/03/2022,Schalke 04,Hansa Rostock,0.0,4.0,A
Bundesliga 2,05/03/2022,St Pauli,Karlsruhe,0.0,1.0,H
Bundesliga 2,05/03/2022,Nurnberg,Hamburg,4.0,1.0,H
Bundesliga 2,06/03/2022,Erzgebirge Aue,Regensburg,2.0,0.0,H
Bundesliga 2,06/03/2022,Fortuna Dusseldorf,Ingolstadt,1.0,0.0,H
Bundesliga 2,06/03/2022,Werder Bremen,Dresden,0.0,1.0,H
Bundesliga 2,11/03/2022,Darmstadt,Sandhausen,1.0,1.0,D
Bundesliga 2,11/03/2022,Hansa Rostock,Holstein Kiel,2.0,2.0,H
Bundesliga 2,12/03/2022,Dresden,St Pauli,1.0,1.0,D
Bundesliga 2,12/03/2022,Paderborn,Fortuna Dusseldorf,1.0,1.0,D
Bundesliga 2,12/03/2022,Heidenheim,Werder Bremen,5.0,1.0,H
Bundesliga 2,13/03/2022,Hannover,Nurnberg,0.0,3.0,A
Bundesliga 2,13/03/2022,Ingolstadt,Schalke 04,2.0,3.0,A
Bundesliga 2,13/03/2022,Karlsruhe,Regensburg,3.0,1.0,D
Bundesliga 2,18/03/2022,Erzgebirge Aue,Karlsruhe,4.0,3.0,A
Bundesliga 2,18/03/2022,St Pauli,Heidenheim,3.0,0.0,H
Bundesliga 2,19/03/2022,Fortuna Dusseldorf,Hamburg,2.0,1.0,D
Bundesliga 2,19/03/2022,Sandhausen,Hansa Rostock,0.0,1.0,H
Bundesliga 2,19/03/2022,Schalke 04,Hannover,1.0,1.0,H
Bundesliga 2,19/03/2022,Werder Bremen,Darmstadt,0.0,0.0,H
Bundesliga 2,20/03/2022,Holstein Kiel,Ingolstadt,0.0,0.0,H
Bundesliga 2,20/03/2022,Nurnberg,Dresden,0.0,1.0,D
Bundesliga 2,20/03/2022,Regensburg,Paderborn,1.0,0.0,H
Bundesliga 2,01/04/2022,Dresden,Schalke 04,0.0,2.0,A
Bundesliga 2,01/04/2022,Ingolstadt,Erzgebirge Aue,2.0,2.0,H
Bundesliga 2,02/04/2022,Darmstadt,Holstein Kiel,2.0,1.0,H
Bundesliga 2,02/04/2022,Hamburg,Paderborn,3.0,2.0,D
Bundesliga 2,02/04/2022,Hannover,Regensburg,4.0,1.0,D
Bundesliga 2,02/04/2022,Hansa Rostock,St Pauli,2.0,0.0,H
Bundesliga 2,03/04/2022,Heidenheim,Nurnberg,1.0,1.0,H
Bundesliga 2,03/04/2022,Karlsruhe,Fortuna Dusseldorf,3.0,2.0,D
Bundesliga 2,03/04/2022,Werder Bremen,Sandhausen,1.0,1.0,D
Bundesliga 2,05/04/2022,Hamburg,Erzgebirge Aue,1.0,1.2,H
Bundesliga 2,08/04/2022,Fortuna Dusseldorf,Hansa Rostock,1.0,0.0,H
Bundesliga 2,08/04/2022,Regensburg,Ingolstadt,1.0,1.0,D
Bundesliga 2,09/04/2022,Erzgebirge Aue,Hannover,4.0,3.0,A
Bundesliga 2,09/04/2022,Schalke 04,Heidenheim,2.0,0.0,H
Bundesliga 2,09/04/2022,St Pauli,Werder Bremen,0.0,1.0,D
Bundesliga 2,09/04/2022,Nurnberg,Darmstadt,2.0,1.0,H
Bundesliga 2,10/04/2022,Holstein Kiel,Hamburg,0.0,0.0,H
Bundesliga 2,10/04/2022,Paderborn,Karlsruhe,3.0,2.0,D
Bundesliga 2,10/04/2022,Sandhausen,Dresden,2.0,1.0,H
Bundesliga 2,16/04/2022,Dresden,Holstein Kiel,0.0,0.0,D
Bundesliga 2,16/04/2022,Hannover,Fortuna Dusseldorf,2.0,0.0,D
Bundesliga 2,16/04/2022,Sandhausen,St Pauli,2.0,1.0,D
Bundesliga 2,16/04/2022,Hamburg,Karlsruhe,3.0,0.0,H
Bundesliga 2,17/04/2022,Darmstadt,Schalke 04,1.0,5.0,A
Bundesliga 2,17/04/2022,Hansa Rostock,Regensburg,4.0,1.0,D
Bundesliga 2,17/04/2022,Heidenheim,Erzgebirge Aue,1.0,2.0,D
Bundesliga 2,17/04/2022,Ingolstadt,Paderborn,0.0,1.0,H
Bundesliga 2,17/04/2022,Werder Bremen,Nurnberg,3.0,1.0,D
Bundesliga 2,22/04/2022,Fortuna Dusseldorf,Dresden,1.0,2.0,D
Bundesliga 2,22/04/2022,Karlsruhe,Ingolstadt,1.0,2.0,D
Bundesliga 2,23/04/2022,Holstein Kiel,Heidenheim,2.0,1.0,D
Bundesliga 2,23/04/2022,Regensburg,Hamburg,1.0,4.0,A
Bundesliga 2,23/04/2022,Schalke 04,Werder Bremen,2.0,4.0,A
Bundesliga 2,23/04/2022,St Pauli,Darmstadt,2.0,2.0,A
Bundesliga 2,24/04/2022,Erzgebirge Aue,Hansa Rostock,2.0,2.0,D
Bundesliga 2,24/04/2022,Nurnberg,Sandhausen,3.0,4.0,A
Bundesliga 2,24/04/2022,Paderborn,Hannover,0.0,0.0,H
Bundesliga 2,29/04/2022,Hannover,Karlsruhe,1.0,0.0,H
Bundesliga 2,29/04/2022,Heidenheim,Fortuna Dusseldorf,1.0,3.0,A
Bundesliga 2,29/04/2022,Sandhausen,Schalke 04,1.0,2.0,D
Bundesliga 2,29/04/2022,St Pauli,Nurnberg,1.0,1.0,D
Bundesliga 2,29/04/2022,Werder Bremen,Holstein Kiel,2.0,3.0,A
Bundesliga 2,30/04/2022,Dresden,Regensburg,2.0,1.0,D
Bundesliga 2,30/04/2022,Hansa Rostock,Paderborn,0.0,0.0,D
Bundesliga 2,30/04/2022,Ingolstadt,Hamburg,6.0,4.0,A
Bundesliga 2,30/04/2022,Darmstadt,Erzgebirge Aue,1.0,1.2,H
Bundesliga 2,06/05/2022,Fortuna Dusseldorf,Darmstadt,4.0,1.0,H
Bundesliga 2,06/05/2022,Paderborn,Sandhausen,4.0,0.0,H
Bundesliga 2,07/05/2022,Hamburg,Hannover,0.0,1.0,H
Bundesliga 2,07/05/2022,Ingolstadt,Hansa Rostock,1.0,0.0,D
Bundesliga 2,07/05/2022,Regensburg,Heidenheim,5.0,2.0,D
Bundesliga 2,07/05/2022,Schalke 04,St Pauli,3.0,2.0,H
Bundesliga 2,08/05/2022,Erzgebirge Aue,Werder Bremen,0.0,3.0,D
Bundesliga 2,08/05/2022,Holstein Kiel,Nurnberg,2.0,0.0,H
Bundesliga 2,08/05/2022,Karlsruhe,Dresden,1.0,2.0,D
Bundesliga 2,15/05/2022,Darmstadt,Paderborn,2.0,0.0,H
Bundesliga 2,15/05/2022,Dresden,Erzgebirge Aue,3.0,1.0,H
Bundesliga 2,15/05/2022,Hannover,Ingolstadt,2.0,2.0,H
Bundesliga 2,15/05/2022,Hansa Rostock,Hamburg,0.0,3.0,D
Bundesliga 2,15/05/2022,Heidenheim,Karlsruhe,0.0,0.0,H
Bundesliga 2,15/05/2022,Nurnberg,Schalke 04,1.0,2.0,D
Bundesliga 2,15/05/2022,Sandhausen,Holstein Kiel,0.0,1.0,H
Bundesliga 2,15/05/2022,St Pauli,Fortuna Dusseldorf,1.0,0.0,H
Bundesliga 2,15/05/2022,Werder Bremen,Regensburg,5.0,0.0,H
Bundesliga 2,27/07/01,Duisburg,Ahlen,1.0,4.0,A
Bundesliga 2,27/07/01,Greuther Furth,Oberhausen,2.0,2.0,D
Bundesliga 2,27/07/01,Saarbrucken,Mannheim,2.0,3.0,A
Bundesliga 2,28/07/01,Bielefeld,Babelsberg,1.0,1.0,H
Bundesliga 2,28/07/01,Ein Frankfurt,Reutlingen,1.0,1.0,H
Bundesliga 2,29/07/01,Aachen,Mainz,0.0,2.0,D
Bundesliga 2,29/07/01,Karlsruhe,Schweinfurt,2.0,0.0,H
Bundesliga 2,29/07/01,Unterhaching,Bochum,0.0,2.0,A
Bundesliga 2,30/07/01,Union Berlin,Hannover,2.0,1.0,D
Bundesliga 2,03/08/01,Ahlen,Greuther Furth,1.0,0.0,H
Bundesliga 2,03/08/01,Oberhausen,Union Berlin,0.0,3.0,D
Bundesliga 2,03/08/01,Schweinfurt,Saarbrucken,3.0,1.0,H
Bundesliga 2,04/08/01,Bochum,Karlsruhe,3.0,1.0,D
Bundesliga 2,04/08/01,Reutlingen,Bielefeld,0.0,3.0,D
Bundesliga 2,05/08/01,Babelsberg,Duisburg,2.0,1.0,H
Bundesliga 2,05/08/01,Hannover,Aachen,0.0,0.0,H
Bundesliga 2,05/08/01,Mainz,Unterhaching,1.0,0.0,H
Bundesliga 2,06/08/01,Mannheim,Ein Frankfurt,0.0,0.0,D
Bundesliga 2,10/08/01,Bielefeld,Mannheim,0.0,0.8,H
Bundesliga 2,10/08/01,Bochum,Mainz,2.0,1.0,H
Bundesliga 2,10/08/01,Duisburg,Reutlingen,2.0,3.0,D
Bundesliga 2,11/08/01,Aachen,Oberhausen,2.0,1.0,H
Bundesliga 2,11/08/01,Union Berlin,Ahlen,1.0,1.2,H
Bundesliga 2,12/08/01,Ein Frankfurt,Schweinfurt,0.0,0.0,H
Bundesliga 2,12/08/01,Greuther Furth,Babelsberg,4.0,0.0,H
Bundesliga 2,12/08/01,Unterhaching,Hannover,2.0,1.0,D
Bundesliga 2,13/08/01,Karlsruhe,Saarbrucken,2.0,0.0,H
Bundesliga 2,17/08/01,Oberhausen,Unterhaching,2.0,2.0,A
Bundesliga 2,17/08/01,Reutlingen,Greuther Furth,0.0,1.0,H
Bundesliga 2,17/08/01,Schweinfurt,Bielefeld,4.0,0.0,H
Bundesliga 2,18/08/01,Babelsberg,Union Berlin,3.0,2.0,H
Bundesliga 2,18/08/01,Saarbrucken,Ein Frankfurt,1.0,2.0,D
Bundesliga 2,19/08/01,Ahlen,Aachen,0.0,0.0,H
Bundesliga 2,19/08/01,Hannover,Bochum,1.0,0.0,H
Bundesliga 2,19/08/01,Mainz,Karlsruhe,1.0,0.0,H
Bundesliga 2,20/08/01,Mannheim,Duisburg,3.0,1.0,H
Bundesliga 2,07/09/01,Mainz,Hannover,1.0,2.0,D
Bundesliga 2,07/09/01,Union Berlin,Reutlingen,0.0,0.8,H
Bundesliga 2,07/09/01,Unterhaching,Ahlen,1.0,3.0,A
Bundesliga 2,08/09/01,Duisburg,Schweinfurt,1.0,0.0,D
Bundesliga 2,08/09/01,Greuther Furth,Mannheim,2.0,1.0,H
Bundesliga 2,09/09/01,Aachen,Babelsberg,2.0,2.0,D
Bundesliga 2,09/09/01,Bielefeld,Saarbrucken,2.0,1.0,H
Bundesliga 2,09/09/01,Bochum,Oberhausen,1.0,3.0,D
Bundesliga 2,10/09/01,Karlsruhe,Ein Frankfurt,0.0,3.0,D
Bundesliga 2,14/09/01,Ahlen,Bochum,1.0,5.0,A
Bundesliga 2,14/09/01,Oberhausen,Mainz,2.0,3.0,A
Bundesliga 2,14/09/01,Saarbrucken,Duisburg,0.0,0.0,H
Bundesliga 2,15/09/01,Babelsberg,Unterhaching,0.0,4.0,A
Bundesliga 2,15/09/01,Reutlingen,Aachen,1.0,1.0,H
Bundesliga 2,16/09/01,Hannover,Karlsruhe,1.0,1.2,H
Bundesliga 2,16/09/01,Mannheim,Union Berlin,1.0,1.0,D
Bundesliga 2,16/09/01,Schweinfurt,Greuther Furth,1.0,0.0,D
Bundesliga 2,17/09/01,Ein Frankfurt,Bielefeld,0.0,2.0,D
Bundesliga 2,21/09/01,Hannover,Oberhausen,0.0,0.0,H
Bundesliga 2,21/09/01,Karlsruhe,Bielefeld,3.0,1.0,H
Bundesliga 2,21/09/01,Unterhaching,Reutlingen,1.0,2.0,H
Bundesliga 2,22/09/01,Bochum,Babelsberg,1.0,1.2,H
Bundesliga 2,22/09/01,Mainz,Ahlen,1.0,1.2,H
Bundesliga 2,23/09/01,Aachen,Mannheim,2.0,0.0,H
Bundesliga 2,23/09/01,Greuther Furth,Saarbrucken,0.0,1.0,H
Bundesliga 2,23/09/01,Union Berlin,Schweinfurt,1.0,0.0,H
Bundesliga 2,24/09/01,Duisburg,Ein Frankfurt,2.0,1.0,D
Bundesliga 2,28/09/01,Bielefeld,Duisburg,0.0,2.0,D
Bundesliga 2,28/09/01,Oberhausen,Karlsruhe,0.0,2.0,D
Bundesliga 2,28/09/01,Reutlingen,Bochum,2.0,0.0,H
Bundesliga 2,29/09/01,Mannheim,Unterhaching,3.0,1.0,H
Bundesliga 2,29/09/01,Schweinfurt,Aachen,1.0,0.0,H
Bundesliga 2,30/09/01,Babelsberg,Mainz,3.0,1.0,H
Bundesliga 2,30/09/01,Ein Frankfurt,Greuther Furth,1.0,4.0,A
Bundesliga 2,30/09/01,Saarbrucken,Union Berlin,3.0,3.0,D
Bundesliga 2,01/10/01,Ahlen,Hannover,3.0,5.0,A
Bundesliga 2,12/10/01,Aachen,Saarbrucken,0.0,0.0,D
Bundesliga 2,12/10/01,Karlsruhe,Duisburg,3.0,0.0,H
Bundesliga 2,12/10/01,Unterhaching,Schweinfurt,0.0,0.0,H
Bundesliga 2,13/10/01,Oberhausen,Ahlen,0.0,3.0,D
Bundesliga 2,13/10/01,Union Berlin,Ein Frankfurt,1.0,4.0,A
Bundesliga 2,14/10/01,Greuther Furth,Bielefeld,0.0,1.0,H
Bundesliga 2,14/10/01,Hannover,Babelsberg,1.0,1.2,H
Bundesliga 2,14/10/01,Mainz,Reutlingen,3.0,1.0,H
Bundesliga 2,15/10/01,Bochum,Mannheim,0.0,1.0,D
Bundesliga 2,19/10/01,Ahlen,Karlsruhe,2.0,0.0,H
Bundesliga 2,19/10/01,Mannheim,Mainz,1.0,4.0,A
Bundesliga 2,19/10/01,Schweinfurt,Bochum,2.0,3.0,D
Bundesliga 2,20/10/01,Babelsberg,Oberhausen,2.0,2.0,A
Bundesliga 2,20/10/01,Reutlingen,Hannover,5.0,2.0,D
Bundesliga 2,21/10/01,Duisburg,Greuther Furth,1.0,1.0,D
Bundesliga 2,21/10/01,Ein Frankfurt,Aachen,3.0,2.0,D
Bundesliga 2,21/10/01,Saarbrucken,Unterhaching,1.0,0.0,D
Bundesliga 2,22/10/01,Bielefeld,Union Berlin,1.0,1.2,H
Bundesliga 2,26/10/01,Aachen,Bielefeld,1.0,2.0,H
Bundesliga 2,26/10/01,Mainz,Schweinfurt,3.0,0.4,H
Bundesliga 2,26/10/01,Union Berlin,Duisburg,2.0,1.0,D
Bundesliga 2,27/10/01,Karlsruhe,Greuther Furth,1.0,1.2,H
Bundesliga 2,27/10/01,Oberhausen,Reutlingen,1.0,1.0,H
Bundesliga 2,28/10/01,Ahlen,Babelsberg,3.0,1.0,D
Bundesliga 2,28/10/01,Bochum,Saarbrucken,1.0,2.0,H
Bundesliga 2,28/10/01,Unterhaching,Ein Frankfurt,2.0,1.0,D
Bundesliga 2,29/10/01,Hannover,Mannheim,3.0,0.0,H
Bundesliga 2,02/11/01,Duisburg,Aachen,1.0,1.2,H
Bundesliga 2,02/11/01,Saarbrucken,Mainz,3.0,1.0,A
Bundesliga 2,02/11/01,Schweinfurt,Hannover,2.0,4.0,A
Bundesliga 2,03/11/01,Babelsberg,Karlsruhe,1.0,4.0,A
Bundesliga 2,03/11/01,Bielefeld,Unterhaching,1.0,0.0,H
Bundesliga 2,04/11/01,Greuther Furth,Union Berlin,2.0,0.0,D
Bundesliga 2,04/11/01,Mannheim,Oberhausen,1.0,1.0,D
Bundesliga 2,04/11/01,Reutlingen,Ahlen,0.0,2.0,H
Bundesliga 2,05/11/01,Ein Frankfurt,Bochum,1.0,0.0,H
Bundesliga 2,16/11/01,Aachen,Greuther Furth,3.0,1.0,H
Bundesliga 2,16/11/01,Hannover,Saarbrucken,1.0,0.0,D
Bundesliga 2,16/11/01,Karlsruhe,Union Berlin,3.0,1.0,D
Bundesliga 2,17/11/01,Bochum,Bielefeld,0.0,0.0,D
Bundesliga 2,17/11/01,Oberhausen,Schweinfurt,1.0,1.2,H
Bundesliga 2,18/11/01,Ahlen,Mannheim,1.0,0.0,D
Bundesliga 2,18/11/01,Babelsberg,Reutlingen,1.0,3.0,A
Bundesliga 2,18/11/01,Unterhaching,Duisburg,2.0,1.0,D
Bundesliga 2,19/11/01,Mainz,Ein Frankfurt,2.0,1.0,D
Bundesliga 2,23/11/01,Duisburg,Bochum,2.0,1.0,D
Bundesliga 2,23/11/01,Ein Frankfurt,Hannover,2.0,1.0,D
Bundesliga 2,23/11/01,Greuther Furth,Unterhaching,6.0,1.0,H
Bundesliga 2,24/11/01,Bielefeld,Mainz,1.0,1.0,H
Bundesliga 2,24/11/01,Saarbrucken,Oberhausen,1.0,0.0,H
Bundesliga 2,25/11/01,Mannheim,Babelsberg,0.0,0.8,H
Bundesliga 2,25/11/01,Reutlingen,Karlsruhe,4.0,0.0,H
Bundesliga 2,25/11/01,Union Berlin,Aachen,2.0,0.0,H
Bundesliga 2,26/11/01,Schweinfurt,Ahlen,6.0,0.6,H
Bundesliga 2,30/11/01,Ahlen,Saarbrucken,1.0,1.0,H
Bundesliga 2,30/11/01,Bochum,Greuther Furth,1.0,1.0,D
Bundesliga 2,30/11/01,Mainz,Duisburg,2.0,0.0,D
Bundesliga 2,01/12/01,Aachen,Karlsruhe,0.0,0.0,H
Bundesliga 2,01/12/01,Mannheim,Reutlingen,0.0,0.0,H
Bundesliga 2,02/12/01,Babelsberg,Schweinfurt,2.0,1.0,H
Bundesliga 2,02/12/01,Oberhausen,Ein Frankfurt,0.0,1.0,H
Bundesliga 2,02/12/01,Unterhaching,Union Berlin,3.0,1.0,H
Bundesliga 2,03/12/01,Hannover,Bielefeld,4.0,0.8,D
Bundesliga 2,07/12/01,Bielefeld,Oberhausen,3.0,1.0,H
Bundesliga 2,07/12/01,Duisburg,Hannover,1.0,6.0,A
Bundesliga 2,07/12/01,Union Berlin,Bochum,3.0,0.0,H
Bundesliga 2,08/12/01,Greuther Furth,Mainz,0.0,2.0,H
Bundesliga 2,08/12/01,Karlsruhe,Mannheim,0.0,2.0,D
Bundesliga 2,09/12/01,Aachen,Unterhaching,1.0,1.0,H
Bundesliga 2,09/12/01,Ein Frankfurt,Ahlen,1.0,2.0,D
Bundesliga 2,09/12/01,Schweinfurt,Reutlingen,2.0,1.0,H
Bundesliga 2,10/12/01,Saarbrucken,Babelsberg,6.0,1.0,D
Bundesliga 2,14/12/01,Ahlen,Bielefeld,2.0,1.0,D
Bundesliga 2,14/12/01,Oberhausen,Duisburg,0.0,2.0,A
Bundesliga 2,14/12/01,Unterhaching,Karlsruhe,1.0,0.0,D
Bundesliga 2,15/12/01,Babelsberg,Ein Frankfurt,3.0,3.0,A
Bundesliga 2,15/12/01,Reutlingen,Saarbrucken,2.0,0.0,H
Bundesliga 2,16/12/01,Bochum,Aachen,0.0,0.8,H
Bundesliga 2,16/12/01,Hannover,Greuther Furth,1.0,1.0,H
Bundesliga 2,16/12/01,Mainz,Union Berlin,3.0,0.0,H
Bundesliga 2,16/12/01,Mannheim,Schweinfurt,6.0,0.0,H
Bundesliga 2,18/12/01,Ahlen,Duisburg,1.0,2.0,D
Bundesliga 2,18/12/01,Babelsberg,Bielefeld,1.0,2.0,D
Bundesliga 2,18/12/01,Reutlingen,Ein Frankfurt,3.0,1.0,H
Bundesliga 2,19/12/01,Bochum,Unterhaching,1.0,1.2,H
Bundesliga 2,19/12/01,Mainz,Aachen,2.0,1.0,D
Bundesliga 2,19/12/01,Mannheim,Saarbrucken,3.0,0.4,H
Bundesliga 2,19/12/01,Oberhausen,Greuther Furth,1.0,2.0,D
Bundesliga 2,19/12/01,Schweinfurt,Karlsruhe,1.0,1.0,D
Bundesliga 2,20/12/01,Hannover,Union Berlin,4.0,2.0,H
Bundesliga 2,25/01/02,Duisburg,Babelsberg,1.0,1.2,H
Bundesliga 2,25/01/02,Karlsruhe,Bochum,1.0,1.2,H
Bundesliga 2,25/01/02,Union Berlin,Oberhausen,2.0,1.0,H
Bundesliga 2,26/01/02,Bielefeld,Reutlingen,2.0,1.0,D
Bundesliga 2,26/01/02,Greuther Furth,Ahlen,2.0,2.0,H
Bundesliga 2,27/01/02,Aachen,Hannover,1.0,4.0,A
Bundesliga 2,27/01/02,Ein Frankfurt,Mannheim,2.0,2.0,D
Bundesliga 2,27/01/02,Saarbrucken,Schweinfurt,1.0,1.0,H
Bundesliga 2,28/01/02,Unterhaching,Mainz,1.0,0.0,D
Bundesliga 2,01/02/02,Reutlingen,Duisburg,2.0,1.0,D
Bundesliga 2,01/02/02,Saarbrucken,Karlsruhe,0.0,1.0,D
Bundesliga 2,01/02/02,Schweinfurt,Ein Frankfurt,2.0,1.0,A
Bundesliga 2,02/02/02,Babelsberg,Greuther Furth,2.0,5.0,A
Bundesliga 2,02/02/02,Mannheim,Bielefeld,2.0,1.0,D
Bundesliga 2,03/02/02,Ahlen,Union Berlin,1.0,2.0,D
Bundesliga 2,03/02/02,Hannover,Unterhaching,3.0,0.0,H
Bundesliga 2,03/02/02,Mainz,Bochum,4.0,1.0,D
Bundesliga 2,03/02/02,Oberhausen,Aachen,0.0,0.8,H
Bundesliga 2,05/02/02,Bielefeld,Schweinfurt,2.0,1.0,H
Bundesliga 2,05/02/02,Duisburg,Mannheim,3.0,1.0,H
Bundesliga 2,05/02/02,Ein Frankfurt,Saarbrucken,3.0,2.0,D
Bundesliga 2,05/02/02,Greuther Furth,Reutlingen,4.0,0.8,H
Bundesliga 2,06/02/02,Aachen,Ahlen,1.0,2.0,D
Bundesliga 2,06/02/02,Bochum,Hannover,1.0,1.2,H
Bundesliga 2,06/02/02,Karlsruhe,Mainz,5.0,4.0,A
Bundesliga 2,06/02/02,Unterhaching,Oberhausen,1.0,1.0,D
Bundesliga 2,07/02/02,Union Berlin,Babelsberg,0.0,0.0,H
Bundesliga 2,08/02/02,Mannheim,Greuther Furth,1.0,4.0,A
Bundesliga 2,08/02/02,Saarbrucken,Bielefeld,1.0,2.0,A
Bundesliga 2,08/02/02,Schweinfurt,Duisburg,2.0,2.0,D
Bundesliga 2,09/02/02,Ahlen,Unterhaching,0.0,0.0,H
Bundesliga 2,09/02/02,Ein Frankfurt,Karlsruhe,3.0,1.0,H
Bundesliga 2,10/02/02,Babelsberg,Aachen,0.0,2.0,D
Bundesliga 2,10/02/02,Oberhausen,Bochum,0.0,0.8,H
Bundesliga 2,10/02/02,Reutlingen,Union Berlin,2.0,2.0,D
Bundesliga 2,11/02/02,Hannover,Mainz,1.0,0.0,H
Bundesliga 2,15/02/02,Greuther Furth,Schweinfurt,2.0,0.0,H
Bundesliga 2,15/02/02,Union Berlin,Mannheim,3.0,0.0,H
Bundesliga 2,15/02/02,Unterhaching,Babelsberg,2.0,1.0,H
Bundesliga 2,16/02/02,Aachen,Reutlingen,3.0,1.0,D
Bundesliga 2,16/02/02,Mainz,Oberhausen,4.0,3.0,D
